product_id,pair_id,product_name,category,subcategory,brand,gender_target,price,size,normalized_price_per_unit,retailer,description,ingredients
P00128_F,PAIR00128,Neutrogena Sunscreen - Women - 75,Personal Care,Sunscreen,Neutrogena,Women,220.53,75.0,220.53,Ajio,Lightweight Sunscreen from Neutrogena — dermatologist tested.,"Salicylic Acid, Aloe Vera, Keratin, Fragrance"
P00129_M,PAIR00129,Nivea Soap - Men - 75ml,Personal Care,Soap,Nivea,Men,271.1,75.0,271.1,Nykaa,Nivea presents a gentle Soap with enriched ingredients.,"Cetyl Alcohol, Fragrance, Sodium Chloride"
P00129_F,PAIR00129,Nivea Soap - Women - 75ml,Personal Care,Soap,Nivea,Women,320.2,75.0,320.2,PharmEasy,Lightweight Soap from Nivea — dermatologist tested.,"Chamomile Extract, Sodium Chloride, Retinol"
P00130_M,PAIR00130,Dove Conditioner - Men - 100ml,Personal Care,Conditioner,Dove,Men,989.39,100.0,989.39,Ajio,Lightweight Conditioner from Dove — dermatologist tested.,"Paraben, Vitamin E, Coconut Oil, Niacinamide, Salicylic Acid"
P00130_F,PAIR00130,Dove Conditioner - Women - 100ml,Personal Care,Conditioner,Dove,Women,1099.89,100.0,1099.89,Ajio,Lightweight Conditioner from Dove — dermatologist tested.,"Paraben, Vitamin E, Coconut Oil, Niacinamide, Salicylic Acid"
P00131_M,PAIR00131,Adidas Hoodie - Men - L,Clothing,Hoodie,Adidas,Men,3328.26,1.0,3328.26,Nykaa,Lightweight Hoodie from Adidas — dermatologist tested.,
P00131_F,PAIR00131,Adidas Hoodie - Women - L,Clothing,Hoodie,Adidas,Women,2718.65,1.0,2718.65,Amazon.in,Adidas presents a gentle Hoodie with enriched ingredients.,
P00132_M,PAIR00132,Nike Socks - Men - 5,Clothing,Socks,Nike,Men,186.42,5.0,186.42,PharmEasy,Nike Socks for everyday use — nourishes and protects.,
P00132_F,PAIR00132,Nike Socks - Women - 5,Clothing,Socks,Nike,Women,203.26,5.0,203.26,PharmEasy,Nike Socks for everyday use — nourishes and protects.,
P00133_M,PAIR00133,L'Oréal Shampoo - Men - 350ml,Personal Care,Shampoo,L'Oréal,Men,432.14,350.0,432.14,BigBasket,L'Oréal presents a gentle Shampoo with enriched ingredients.,"Paraben, Shea Butter, Niacinamide"
P00133_F,PAIR00133,L'Oréal Shampoo - Women - 350ml,Personal Care,Shampoo,L'Oréal,Women,451.0,350.0,451.0,BigBasket,L'Oréal presents a gentle Shampoo with enriched ingredients.,"Paraben, Shea Butter, Niacinamide"
P00134_M,PAIR00134,Reebok Sneakers - Men - 6,Footwear,Sneakers,Reebok,Men,2094.13,6.0,2094.13,Croma,Reebok Sneakers for everyday use — nourishes and protects.,
P00134_F,PAIR00134,Reebok Sneakers - Women - 6,Footwear,Sneakers,Reebok,Women,2199.06,6.0,2199.06,Croma,Reebok Sneakers for everyday use — nourishes and protects.,
P00135_M,PAIR00135,Dove Body Wash - Men - 400ml,Personal Care,Body Wash,Dove,Men,251.75,400.0,251.75,RelianceDigital,Lightweight Body Wash from Dove — dermatologist tested.,"Vitamin E, Retinol, Paraben, Tea Tree Oil, Keratin, Glycerin"
P00135_F,PAIR00135,Dove Body Wash - Women - 400ml,Personal Care,Body Wash,Dove,Women,273.98,400.0,273.98,RelianceDigital,Lightweight Body Wash from Dove — dermatologist tested.,"Vitamin E, Retinol, Paraben, Tea Tree Oil, Keratin, Glycerin"
P00136_M,PAIR00136,HealthKart Vitamins - Men - 60,Health,Vitamins,Healthkart,Men,587.33,60.0,587.33,HealthKart,HealthKart Vitamins for everyday use — nourishes and protects.,
P00136_F,PAIR00136,HealthKart Vitamins - Women - 60,Health,Vitamins,Healthkart,Women,363.11,60.0,363.11,Myntra,Advanced formula Vitamins by HealthKart for long-lasting performance.,
P00137_M,PAIR00137,L'Oréal Moisturizer - Men - 100ml,Personal Care,Moisturizer,L'Oréal,Men,288.71,100.0,288.71,Amazon.in,Advanced formula Moisturizer by L'Oréal for long-lasting performance.,"Niacinamide, Keratin, Sodium Laureth Sulfate, Paraben, Glycerin, Cocamidopropyl Betaine"
P00137_F,PAIR00137,L'Oréal Moisturizer - Women - 100ml,Personal Care,Moisturizer,L'Oréal,Women,2066.84,100.0,2066.84,Ajio,L'Oréal presents a gentle Moisturizer with enriched ingredients.,"Niacinamide, Cocamidopropyl Betaine, Dimethicone, Retinol, Sodium Laureth Sulfate, Chamomile Extract"
P00138_M,PAIR00138,Adidas Socks - Men - 1,Clothing,Socks,Adidas,Men,478.62,1.0,478.62,Nykaa,Adidas presents a gentle Socks with enriched ingredients.,
P00138_F,PAIR00138,Adidas Socks - Women - 1,Clothing,Socks,Adidas,Women,547.73,1.0,547.73,Amazon.in,Advanced formula Socks by Adidas for long-lasting performance.,
P00139_M,PAIR00139,Puma Sneakers - Men - 6,Footwear,Sneakers,Puma,Men,6641.06,6.0,6641.06,Myntra,Puma Sneakers for everyday use — nourishes and protects.,
P00139_F,PAIR00139,Puma Sneakers - Women - 6,Footwear,Sneakers,Puma,Women,6871.46,6.0,6871.46,BigBasket,Puma Sneakers for everyday use — nourishes and protects.,
P00140_M,PAIR00140,Himalaya Wellness Vitamins - Men - 30,Health,Vitamins,Himalaya,Men,327.96,30.0,327.96,Nykaa,Advanced formula Vitamins by Himalaya Wellness for long-lasting performance.,
P00140_F,PAIR00140,Himalaya Wellness Vitamins - Women - 30,Health,Vitamins,Himalaya,Women,1749.16,30.0,1749.16,Amazon.in,Advanced formula Vitamins by Himalaya Wellness for long-lasting performance.,
P00141_M,PAIR00141,Neutrogena Face Wash - Men - 150ml,Personal Care,Face Wash,Neutrogena,Men,364.61,150.0,364.61,BigBasket,Lightweight Face Wash from Neutrogena — dermatologist tested.,"Cetyl Alcohol, Retinol, Coconut Oil, Glycerin, Aloe Vera, Sodium Laureth Sulfate"
P00141_F,PAIR00141,Neutrogena Face Wash - Women - 150ml,Personal Care,Face Wash,Neutrogena,Women,867.24,150.0,867.24,Croma,Lightweight Face Wash from Neutrogena — dermatologist tested.,"Tea Tree Oil, Glycerin, Cocamidopropyl Betaine"
P00142_M,PAIR00142,Levi's Jeans - Men - 28,Clothing,Jeans,Levi'S,Men,3155.04,28.0,3155.04,Ajio,Lightweight Jeans from Levi's — dermatologist tested.,
P00142_F,PAIR00142,Levi's Jeans - Women - 28,Clothing,Jeans,Levi'S,Women,1792.96,28.0,1792.96,PharmEasy,Advanced formula Jeans by Levi's for long-lasting performance.,
P00143_M,PAIR00143,Puma Sneakers - Men - 9,Footwear,Sneakers,Puma,Men,1447.97,9.0,1447.97,Nykaa,Puma presents a gentle Sneakers with enriched ingredients.,
P00143_F,PAIR00143,Puma Sneakers - Women - 9,Footwear,Sneakers,Puma,Women,3776.59,9.0,3776.59,BigBasket,Lightweight Sneakers from Puma — dermatologist tested.,
P00144_M,PAIR00144,Nivea Deodorant - Men - 150ml,Personal Care,Deodorant,Nivea,Men,479.31,150.0,479.31,RelianceDigital,Lightweight Deodorant from Nivea — dermatologist tested.,"Coconut Oil, Water, Tea Tree Oil"
P00144_F,PAIR00144,Nivea Deodorant - Women - 150ml,Personal Care,Deodorant,Nivea,Women,558.71,150.0,558.71,Flipkart,Lightweight Deodorant from Nivea — dermatologist tested.,"Panthenol, Sodium Chloride, Sodium Laureth Sulfate"
P00145_M,PAIR00145,Mamaearth Face Wash - Men - 150ml,Personal Care,Face Wash,Mamaearth,Men,306.62,150.0,306.62,Flipkart,Mamaearth Face Wash for everyday use — nourishes and protects.,"Cetyl Alcohol, Shea Butter, Keratin, Aloe Vera"
P00145_F,PAIR00145,Mamaearth Face Wash - Women - 150ml,Personal Care,Face Wash,Mamaearth,Women,416.34,150.0,416.34,BigBasket,Lightweight Face Wash from Mamaearth — dermatologist tested.,"Glycerin, Panthenol, Salicylic Acid, Cetyl Alcohol"
P00146_M,PAIR00146,Puma Sneakers - Men - 11,Footwear,Sneakers,Puma,Men,6186.92,11.0,6186.92,RelianceDigital,Puma presents a gentle Sneakers with enriched ingredients.,
P00146_F,PAIR00146,Puma Sneakers - Women - 11,Footwear,Sneakers,Puma,Women,4352.7,11.0,4352.7,Ajio,Puma Sneakers for everyday use — nourishes and protects.,
P00147_M,PAIR00147,Dettol Soap - Men - 75ml,Personal Care,Soap,Dettol,Men,106.6,75.0,106.6,Myntra,Lightweight Soap from Dettol — dermatologist tested.,"Paraben, Tea Tree Oil, Keratin, Sodium Chloride"
P00147_F,PAIR00147,Dettol Soap - Women - 75ml,Personal Care,Soap,Dettol,Women,126.78,75.0,126.78,Myntra,Lightweight Soap from Dettol — dermatologist tested.,"Paraben, Tea Tree Oil, Keratin, Sodium Chloride"
P00148_M,PAIR00148,Reebok T-Shirt - Men - M,Clothing,T-Shirt,Reebok,Men,1395.14,1.0,1395.14,Flipkart,Lightweight T-Shirt from Reebok — dermatologist tested.,
P00148_F,PAIR00148,Reebok T-Shirt - Women - M,Clothing,T-Shirt,Reebok,Women,2481.11,1.0,2481.11,Croma,Advanced formula T-Shirt by Reebok for long-lasting performance.,
P00149_M,PAIR00149,Levi's Jeans - Men - 34,Clothing,Jeans,Levi'S,Men,2482.08,34.0,2482.08,Croma,Advanced formula Jeans by Levi's for long-lasting performance.,
P00149_F,PAIR00149,Levi's Jeans - Women - 34,Clothing,Jeans,Levi'S,Women,2143.19,34.0,2143.19,BigBasket,Levi's presents a gentle Jeans with enriched ingredients.,
P00150_M,PAIR00150,Ponds Face Wash - Men - 100ml,Personal Care,Face Wash,Ponds,Men,708.58,100.0,708.58,Croma,Ponds presents a gentle Face Wash with enriched ingredients.,"Paraben, Dimethicone, Shea Butter, Fragrance, Coconut Oil"
P00150_F,PAIR00150,Ponds Face Wash - Women - 100ml,Personal Care,Face Wash,Ponds,Women,302.85,100.0,302.85,Ajio,Advanced formula Face Wash by Ponds for long-lasting performance.,"Keratin, Chamomile Extract, Tea Tree Oil, Dimethicone, Salicylic Acid, Fragrance"
P00151_M,PAIR00151,Neutrogena Sunscreen - Men - 100,Personal Care,Sunscreen,Neutrogena,Men,172.17,100.0,172.17,RelianceDigital,Neutrogena Sunscreen for everyday use — nourishes and protects.,"Salicylic Acid, Tea Tree Oil, Cocamidopropyl Betaine, Dimethicone"
P00151_F,PAIR00151,Neutrogena Sunscreen - Women - 100,Personal Care,Sunscreen,Neutrogena,Women,212.95,100.0,212.95,RelianceDigital,Neutrogena Sunscreen for everyday use — nourishes and protects.,"Salicylic Acid, Tea Tree Oil, Cocamidopropyl Betaine, Dimethicone"
P00152_M,PAIR00152,Mamaearth Shampoo - Men - 350ml,Personal Care,Shampoo,Mamaearth,Men,567.76,350.0,567.76,RelianceDigital,Advanced formula Shampoo by Mamaearth for long-lasting performance.,"Paraben, Glycerin, Sodium Laureth Sulfate, Chamomile Extract"
P00152_F,PAIR00152,Mamaearth Shampoo - Women - 350ml,Personal Care,Shampoo,Mamaearth,Women,619.86,350.0,619.86,RelianceDigital,Advanced formula Shampoo by Mamaearth for long-lasting performance.,"Paraben, Glycerin, Sodium Laureth Sulfate, Chamomile Extract"
P00153_M,PAIR00153,Dove Shampoo - Men - 100ml,Personal Care,Shampoo,Dove,Men,130.9,100.0,130.9,Ajio,Lightweight Shampoo from Dove — dermatologist tested.,"Niacinamide, Cetyl Alcohol, Sodium Chloride, Salicylic Acid"
P00153_F,PAIR00153,Dove Shampoo - Women - 100ml,Personal Care,Shampoo,Dove,Women,155.73,100.0,155.73,Ajio,Lightweight Shampoo from Dove — dermatologist tested.,"Niacinamide, Cetyl Alcohol, Sodium Chloride, Salicylic Acid"
P00154_M,PAIR00154,Himalaya Wellness Vitamins - Men - 60,Health,Vitamins,Himalaya,Men,1839.24,60.0,1839.24,HealthKart,Lightweight Vitamins from Himalaya Wellness — dermatologist tested.,
P00154_F,PAIR00154,Himalaya Wellness Vitamins - Women - 60,Health,Vitamins,Himalaya,Women,328.18,60.0,328.18,RelianceDigital,Himalaya Wellness Vitamins for everyday use — nourishes and protects.,
P00155_M,PAIR00155,Neutrogena Sunscreen - Men - 400,Personal Care,Sunscreen,Neutrogena,Men,350.38,400.0,350.38,Flipkart,Advanced formula Sunscreen by Neutrogena for long-lasting performance.,"Salicylic Acid, Cetyl Alcohol, Water"
P00155_F,PAIR00155,Neutrogena Sunscreen - Women - 400,Personal Care,Sunscreen,Neutrogena,Women,410.87,400.0,410.87,Flipkart,Advanced formula Sunscreen by Neutrogena for long-lasting performance.,"Salicylic Acid, Cetyl Alcohol, Water"
P00156_M,PAIR00156,Uniqlo Hoodie - Men - L,Clothing,Hoodie,Uniqlo,Men,1492.85,1.0,1492.85,Myntra,Lightweight Hoodie from Uniqlo — dermatologist tested.,
P00156_F,PAIR00156,Uniqlo Hoodie - Women - L,Clothing,Hoodie,Uniqlo,Women,2568.31,1.0,2568.31,Croma,Uniqlo presents a gentle Hoodie with enriched ingredients.,
P00157_M,PAIR00157,Nike T-Shirt - Men - L,Clothing,T-Shirt,Nike,Men,1651.99,1.0,1651.99,Croma,Nike presents a gentle T-Shirt with enriched ingredients.,
P00157_F,PAIR00157,Nike T-Shirt - Women - L,Clothing,T-Shirt,Nike,Women,421.08,1.0,421.08,Nykaa,Nike T-Shirt for everyday use — nourishes and protects.,
P00158_M,PAIR00158,Puma T-Shirt - Men - L,Clothing,T-Shirt,Puma,Men,2272.95,1.0,2272.95,HealthKart,Puma T-Shirt for everyday use — nourishes and protects.,
P00158_F,PAIR00158,Puma T-Shirt - Women - L,Clothing,T-Shirt,Puma,Women,844.24,1.0,844.24,Amazon.in,Puma T-Shirt for everyday use — nourishes and protects.,
P00159_M,PAIR00159,Garnier Shampoo - Men - 350ml,Personal Care,Shampoo,Garnier,Men,642.88,350.0,642.88,Amazon.in,Advanced formula Shampoo by Garnier for long-lasting performance.,"Aloe Vera, Cocamidopropyl Betaine, Water, Shea Butter"
P00159_F,PAIR00159,Garnier Shampoo - Women - 350ml,Personal Care,Shampoo,Garnier,Women,743.98,350.0,743.98,Amazon.in,Advanced formula Shampoo by Garnier for long-lasting performance.,"Aloe Vera, Cocamidopropyl Betaine, Water, Shea Butter"
P00160_M,PAIR00160,Nivea Shaving Foam - Men - 250ml,Shaving,Shaving Foam,Nivea,Men,180.39,250.0,180.39,Flipkart,Nivea Shaving Foam for everyday use — nourishes and protects.,
P00160_F,PAIR00160,Nivea Shaving Foam - Women - 250ml,Shaving,Shaving Foam,Nivea,Women,591.95,250.0,591.95,BigBasket,Advanced formula Shaving Foam by Nivea for long-lasting performance.,
P00161_M,PAIR00161,Himalaya Shampoo - Men - 100ml,Personal Care,Shampoo,Himalaya,Men,638.87,100.0,638.87,Ajio,Lightweight Shampoo from Himalaya — dermatologist tested.,"Sodium Laureth Sulfate, Niacinamide, Tea Tree Oil, Water, Chamomile Extract, Glycerin"
P00161_F,PAIR00161,Himalaya Shampoo - Women - 100ml,Personal Care,Shampoo,Himalaya,Women,441.55,100.0,441.55,HealthKart,Lightweight Shampoo from Himalaya — dermatologist tested.,"Salicylic Acid, Chamomile Extract, Niacinamide, Dimethicone"
P00162_M,PAIR00162,Nike T-Shirt - Men - XL,Clothing,T-Shirt,Nike,Men,1879.45,1.0,1879.45,Myntra,Nike presents a gentle T-Shirt with enriched ingredients.,
P00162_F,PAIR00162,Nike T-Shirt - Women - XL,Clothing,T-Shirt,Nike,Women,1936.81,1.0,1936.81,Ajio,Nike presents a gentle T-Shirt with enriched ingredients.,
P00163_M,PAIR00163,Uniqlo T-Shirt - Men - XL,Clothing,T-Shirt,Uniqlo,Men,380.65,1.0,380.65,Flipkart,Advanced formula T-Shirt by Uniqlo for long-lasting performance.,
P00163_F,PAIR00163,Uniqlo T-Shirt - Women - XL,Clothing,T-Shirt,Uniqlo,Women,562.15,1.0,562.15,Croma,Lightweight T-Shirt from Uniqlo — dermatologist tested.,
P00164_M,PAIR00164,Mamaearth Body Wash - Men - 200ml,Personal Care,Body Wash,Mamaearth,Men,422.86,200.0,422.86,PharmEasy,Mamaearth presents a gentle Body Wash with enriched ingredients.,"Panthenol, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Salicylic Acid, Water, Chamomile Extract"
P00164_F,PAIR00164,Mamaearth Body Wash - Women - 200ml,Personal Care,Body Wash,Mamaearth,Women,277.97,200.0,277.97,Ajio,Mamaearth Body Wash for everyday use — nourishes and protects.,"Shea Butter, Water, Vitamin E, Sodium Laureth Sulfate, Salicylic Acid, Niacinamide"
P00165_M,PAIR00165,Nike Hoodie - Men - XL,Clothing,Hoodie,Nike,Men,2528.32,1.0,2528.32,Myntra,Nike presents a gentle Hoodie with enriched ingredients.,
P00165_F,PAIR00165,Nike Hoodie - Women - XL,Clothing,Hoodie,Nike,Women,2615.49,1.0,2615.49,Nykaa,Advanced formula Hoodie by Nike for long-lasting performance.,
P00166_M,PAIR00166,Neutrogena Face Wash - Men - 100ml,Personal Care,Face Wash,Neutrogena,Men,386.18,100.0,386.18,Ajio,Neutrogena presents a gentle Face Wash with enriched ingredients.,"Panthenol, Fragrance, Paraben, Cetyl Alcohol"
P00166_F,PAIR00166,Neutrogena Face Wash - Women - 100ml,Personal Care,Face Wash,Neutrogena,Women,627.04,100.0,627.04,Amazon.in,Neutrogena presents a gentle Face Wash with enriched ingredients.,"Fragrance, Retinol, Shea Butter"
P00167_M,PAIR00167,Puma T-Shirt - Men - M,Clothing,T-Shirt,Puma,Men,1794.68,1.0,1794.68,HealthKart,Puma presents a gentle T-Shirt with enriched ingredients.,
P00167_F,PAIR00167,Puma T-Shirt - Women - M,Clothing,T-Shirt,Puma,Women,1841.98,1.0,1841.98,HealthKart,Puma presents a gentle T-Shirt with enriched ingredients.,
P00168_M,PAIR00168,Olay Moisturizer - Men - 100ml,Personal Care,Moisturizer,Olay,Men,2472.31,100.0,2472.31,HealthKart,Lightweight Moisturizer from Olay — dermatologist tested.,"Vitamin E, Cocamidopropyl Betaine, Keratin, Retinol, Aloe Vera, Panthenol"
P00168_F,PAIR00168,Olay Moisturizer - Women - 100ml,Personal Care,Moisturizer,Olay,Women,2226.31,100.0,2226.31,HealthKart,Olay presents a gentle Moisturizer with enriched ingredients.,"Sodium Laureth Sulfate, Salicylic Acid, Retinol, Cetyl Alcohol, Niacinamide"
P00169_M,PAIR00169,Nike Hoodie - Men - S,Clothing,Hoodie,Nike,Men,2134.23,1.0,2134.23,Nykaa,Nike presents a gentle Hoodie with enriched ingredients.,
P00169_F,PAIR00169,Nike Hoodie - Women - S,Clothing,Hoodie,Nike,Women,2391.12,1.0,2391.12,Nykaa,Nike presents a gentle Hoodie with enriched ingredients.,
P00170_M,PAIR00170,Mamaearth Moisturizer - Men - 50ml,Personal Care,Moisturizer,Mamaearth,Men,2045.08,50.0,2045.08,Nykaa,Advanced formula Moisturizer by Mamaearth for long-lasting performance.,"Salicylic Acid, Vitamin E, Retinol"
P00170_F,PAIR00170,Mamaearth Moisturizer - Women - 50ml,Personal Care,Moisturizer,Mamaearth,Women,355.84,50.0,355.84,Ajio,Mamaearth presents a gentle Moisturizer with enriched ingredients.,"Sodium Laureth Sulfate, Fragrance, Sodium Chloride, Vitamin E"
P00171_M,PAIR00171,Mamaearth Face Wash - Men - 100ml,Personal Care,Face Wash,Mamaearth,Men,642.17,100.0,642.17,PharmEasy,Lightweight Face Wash from Mamaearth — dermatologist tested.,"Panthenol, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Fragrance"
P00171_F,PAIR00171,Mamaearth Face Wash - Women - 100ml,Personal Care,Face Wash,Mamaearth,Women,729.47,100.0,729.47,PharmEasy,Lightweight Face Wash from Mamaearth — dermatologist tested.,"Panthenol, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Fragrance"
P00172_M,PAIR00172,Himalaya Toothpaste - Men - 200ml,Hygiene,Toothpaste,Himalaya,Men,217.33,200.0,217.33,RelianceDigital,Lightweight Toothpaste from Himalaya — dermatologist tested.,"Shea Butter, Cetyl Alcohol, Coconut Oil, Chamomile Extract, Fragrance"
P00172_F,PAIR00172,Himalaya Toothpaste - Women - 200ml,Hygiene,Toothpaste,Himalaya,Women,275.91,200.0,275.91,Amazon.in,Himalaya Toothpaste for everyday use — nourishes and protects.,"Dimethicone, Fragrance, Cetyl Alcohol, Vitamin E, Cocamidopropyl Betaine"
P00173_M,PAIR00173,Ponds Moisturizer - Men - 150ml,Personal Care,Moisturizer,Ponds,Men,2484.8,150.0,2484.8,Flipkart,Advanced formula Moisturizer by Ponds for long-lasting performance.,"Water, Glycerin, Dimethicone, Retinol"
P00173_F,PAIR00173,Ponds Moisturizer - Women - 150ml,Personal Care,Moisturizer,Ponds,Women,2075.28,150.0,2075.28,PharmEasy,Ponds presents a gentle Moisturizer with enriched ingredients.,"Salicylic Acid, Cetyl Alcohol, Cocamidopropyl Betaine"
P00174_M,PAIR00174,Ponds Face Wash - Men - 150ml,Personal Care,Face Wash,Ponds,Men,466.6,150.0,466.6,Myntra,Ponds Face Wash for everyday use — nourishes and protects.,"Retinol, Tea Tree Oil, Salicylic Acid"
P00174_F,PAIR00174,Ponds Face Wash - Women - 150ml,Personal Care,Face Wash,Ponds,Women,578.77,150.0,578.77,Myntra,Ponds Face Wash for everyday use — nourishes and protects.,"Retinol, Tea Tree Oil, Salicylic Acid"
P00175_M,PAIR00175,Reebok Socks - Men - 3,Clothing,Socks,Reebok,Men,413.76,3.0,413.76,BigBasket,Reebok presents a gentle Socks with enriched ingredients.,
P00175_F,PAIR00175,Reebok Socks - Women - 3,Clothing,Socks,Reebok,Women,484.67,3.0,484.67,PharmEasy,Reebok presents a gentle Socks with enriched ingredients.,
P00176_M,PAIR00176,Ponds Soap - Men - 150ml,Personal Care,Soap,Ponds,Men,99.47,150.0,99.47,HealthKart,Ponds presents a gentle Soap with enriched ingredients.,"Cocamidopropyl Betaine, Glycerin, Vitamin E, Keratin"
P00176_F,PAIR00176,Ponds Soap - Women - 150ml,Personal Care,Soap,Ponds,Women,71.32,150.0,71.32,Ajio,Ponds Soap for everyday use — nourishes and protects.,"Vitamin E, Paraben, Aloe Vera"
P00177_M,PAIR00177,Mamaearth Conditioner - Men - 100ml,Personal Care,Conditioner,Mamaearth,Men,302.47,100.0,302.47,HealthKart,Mamaearth presents a gentle Conditioner with enriched ingredients.,"Paraben, Niacinamide, Chamomile Extract, Sodium Laureth Sulfate, Aloe Vera, Coconut Oil"
P00177_F,PAIR00177,Mamaearth Conditioner - Women - 100ml,Personal Care,Conditioner,Mamaearth,Women,545.59,100.0,545.59,PharmEasy,Advanced formula Conditioner by Mamaearth for long-lasting performance.,"Salicylic Acid, Aloe Vera, Cocamidopropyl Betaine, Paraben, Water"
P00178_M,PAIR00178,Garnier Face Wash - Men - 50ml,Personal Care,Face Wash,Garnier,Men,251.78,50.0,251.78,Flipkart,Garnier presents a gentle Face Wash with enriched ingredients.,"Sodium Laureth Sulfate, Fragrance, Water"
P00178_F,PAIR00178,Garnier Face Wash - Women - 50ml,Personal Care,Face Wash,Garnier,Women,135.6,50.0,135.6,PharmEasy,Garnier Face Wash for everyday use — nourishes and protects.,"Vitamin E, Tea Tree Oil, Retinol, Cetyl Alcohol, Coconut Oil"
P00179_M,PAIR00179,Nivea Moisturizer - Men - 100ml,Personal Care,Moisturizer,Nivea,Men,819.56,100.0,819.56,Croma,Nivea Moisturizer for everyday use — nourishes and protects.,"Fragrance, Dimethicone, Water"
P00179_F,PAIR00179,Nivea Moisturizer - Women - 100ml,Personal Care,Moisturizer,Nivea,Women,1201.74,100.0,1201.74,BigBasket,Nivea Moisturizer for everyday use — nourishes and protects.,"Sodium Laureth Sulfate, Fragrance, Paraben, Coconut Oil, Cocamidopropyl Betaine"
P00180_M,PAIR00180,Puma Sneakers - Men - 10,Footwear,Sneakers,Puma,Men,7418.45,10.0,7418.45,HealthKart,Puma presents a gentle Sneakers with enriched ingredients.,
P00180_F,PAIR00180,Puma Sneakers - Women - 10,Footwear,Sneakers,Puma,Women,2918.23,10.0,2918.23,RelianceDigital,Puma Sneakers for everyday use — nourishes and protects.,
P00181_M,PAIR00181,Ponds Face Wash - Men - 50ml,Personal Care,Face Wash,Ponds,Men,336.64,50.0,336.64,HealthKart,Ponds presents a gentle Face Wash with enriched ingredients.,"Glycerin, Dimethicone, Shea Butter, Chamomile Extract, Cocamidopropyl Betaine"
P00181_F,PAIR00181,Ponds Face Wash - Women - 50ml,Personal Care,Face Wash,Ponds,Women,332.36,50.0,332.36,Ajio,Lightweight Face Wash from Ponds — dermatologist tested.,"Paraben, Retinol, Fragrance, Water, Sodium Chloride, Salicylic Acid"
P00182_M,PAIR00182,HealthKart Supplements - Men - 50,Personal Care,Supplements,Healthkart,Men,457.93,50.0,457.93,Flipkart,HealthKart Supplements for everyday use — nourishes and protects.,"Dimethicone, Salicylic Acid, Chamomile Extract"
P00182_F,PAIR00182,HealthKart Supplements - Women - 50,Personal Care,Supplements,Healthkart,Women,853.9,50.0,853.9,RelianceDigital,HealthKart Supplements for everyday use — nourishes and protects.,"Sodium Laureth Sulfate, Coconut Oil, Sodium Chloride, Retinol, Niacinamide, Panthenol"
P00183_M,PAIR00183,L'Oréal Conditioner - Men - 100ml,Personal Care,Conditioner,L'Oréal,Men,825.36,100.0,825.36,Ajio,Advanced formula Conditioner by L'Oréal for long-lasting performance.,"Cetyl Alcohol, Glycerin, Cocamidopropyl Betaine, Paraben, Dimethicone"
P00183_F,PAIR00183,L'Oréal Conditioner - Women - 100ml,Personal Care,Conditioner,L'Oréal,Women,1012.17,100.0,1012.17,Ajio,Advanced formula Conditioner by L'Oréal for long-lasting performance.,"Cetyl Alcohol, Glycerin, Cocamidopropyl Betaine, Paraben, Dimethicone"
P00184_M,PAIR00184,Reebok Sneakers - Men - 11,Footwear,Sneakers,Reebok,Men,6644.41,11.0,6644.41,PharmEasy,Lightweight Sneakers from Reebok — dermatologist tested.,
P00184_F,PAIR00184,Reebok Sneakers - Women - 11,Footwear,Sneakers,Reebok,Women,7285.33,11.0,7285.33,PharmEasy,Lightweight Sneakers from Reebok — dermatologist tested.,
P00185_M,PAIR00185,Mamaearth Body Wash - Men - 500ml,Personal Care,Body Wash,Mamaearth,Men,869.35,500.0,869.35,Amazon.in,Advanced formula Body Wash by Mamaearth for long-lasting performance.,"Retinol, Salicylic Acid, Shea Butter"
P00185_F,PAIR00185,Mamaearth Body Wash - Women - 500ml,Personal Care,Body Wash,Mamaearth,Women,333.23,500.0,333.23,Ajio,Mamaearth Body Wash for everyday use — nourishes and protects.,"Fragrance, Glycerin, Tea Tree Oil, Sodium Laureth Sulfate, Chamomile Extract"
P00186_M,PAIR00186,Neutrogena Moisturizer - Men - 100ml,Personal Care,Moisturizer,Neutrogena,Men,2340.14,100.0,2340.14,RelianceDigital,Advanced formula Moisturizer by Neutrogena for long-lasting performance.,"Dimethicone, Vitamin E, Paraben, Aloe Vera, Retinol, Coconut Oil"
P00186_F,PAIR00186,Neutrogena Moisturizer - Women - 100ml,Personal Care,Moisturizer,Neutrogena,Women,362.74,100.0,362.74,Nykaa,Neutrogena presents a gentle Moisturizer with enriched ingredients.,"Water, Vitamin E, Cocamidopropyl Betaine, Shea Butter"
P00187_M,PAIR00187,Garnier Face Wash - Men - 100ml,Personal Care,Face Wash,Garnier,Men,594.08,100.0,594.08,Amazon.in,Garnier Face Wash for everyday use — nourishes and protects.,"Tea Tree Oil, Niacinamide, Glycerin, Sodium Laureth Sulfate, Salicylic Acid"
P00187_F,PAIR00187,Garnier Face Wash - Women - 100ml,Personal Care,Face Wash,Garnier,Women,798.48,100.0,798.48,Flipkart,Garnier presents a gentle Face Wash with enriched ingredients.,"Chamomile Extract, Aloe Vera, Dimethicone, Glycerin, Shea Butter"
